"departure_airport","departure_date","amount"
Сургут - Сургут,2017-01-25,10
Брянск - Брянск,2017-01-25,10
Советский - Советский,2017-01-25,9
Ростов-на-Дону - Ростов-на-Дону,2017-01-25,9
Казань - Казань,2017-01-25,8
Новый Уренгой - Новый Уренгой,2017-01-25,8
Уфа - Уфа,2017-01-25,7
Мирный - Мирный,2017-01-25,7
Тюмень - Рощино,2017-01-25,7
Иркутск - Иркутск,2017-01-25,7
Челябинск - Челябинск,2017-01-25,7
Хабаровск - Хабаровск-Новый,2017-01-25,6
Архангельск - Талаги,2017-01-25,6
Белгород - Белгород,2017-01-25,6
Новокузнецк - Спиченково,2017-01-25,6
Киров - Победилово,2017-01-25,6
Нижний Новгород - Стригино,2017-01-25,6
Ульяновск - Баратаевка,2017-01-25,6
Краснодар - Краснодар,2017-01-25,6
Воркута - Воркута,2017-01-25,5
Йошкар-Ола - Йошкар-Ола,2017-01-25,5
Чебоксары - Чебоксары,2017-01-25,5
Петрозаводск - Бесовец,2017-01-25,5
Волгоград - Гумрак,2017-01-25,5
Оренбург - Оренбург-Центральный,2017-01-25,5
Элиста - Элиста,2017-01-25,5
Абакан - Абакан,2017-01-25,5
Пенза - Пенза,2017-01-25,4
Тамбов - Донское,2017-01-25,4
Сыктывкар - Сыктывкар,2017-01-25,4
Минеральные Воды - Минеральные Воды,2017-01-25,4
Магнитогорск - Магнитогорск,2017-01-25,4
Нижневартовск - Нижневартовск,2017-01-25,4
Южно-Сахалинск - Хомутово,2017-01-25,4
Махачкала - Уйташ,2017-01-25,4
Нижнекамск - Бегишево,2017-01-25,4
Саратов - Саратов-Центральный,2017-01-25,4
Надым - Надым,2017-01-25,4
Якутск - Якутск,2017-01-25,4
Когалым - Когалым,2017-01-25,3
Курск - Курск-Восточный,2017-01-25,3
Чита - Чита,2017-01-25,3
Владивосток - Владивосток,2017-01-25,3
Бугульма - Бугульма,2017-01-25,3
Ухта - Ухта,2017-01-25,3
Томск - Богашёво,2017-01-25,3
Омск - Омск-Центральный,2017-01-25,3
Астрахань - Астрахань,2017-01-25,3
Калининград - Храброво,2017-01-25,3
Самара - Курумоч,2017-01-25,3
Барнаул - Барнаул,2017-01-25,3
Ульяновск - Ульяновск-Восточный,2017-01-25,3
Нарьян-Мар - Нарьян-Мар,2017-01-25,3
Нальчик - Нальчик,2017-01-25,3
Салехард - Салехард,2017-01-25,2
Урай - Петрозаводск,2017-01-25,2
Курган - Курган,2017-01-25,2
Анапа - Витязево,2017-01-25,2
Череповец - Череповец,2017-01-25,2
Норильск - Норильск,2017-01-25,2
Ярославль - Туношна,2017-01-25,2
Нерюнгри - Чульман,2017-01-25,2
Мурманск - Мурманск,2017-01-25,2
Саранск - Саранск,2017-01-25,2
Воронеж - Воронеж,2017-01-25,2
Владикавказ - Беслан,2017-01-25,2
Кемерово - Кемерово,2017-01-25,2
Усть-Илимск - Усть-Илимск,2017-01-25,2
Геленджик - Геленджик,2017-01-25,2
Ноябрьск - Ноябрьск,2017-01-25,2
Орск - Орск,2017-01-25,1
Грозный - Грозный,2017-01-25,1
Братск - Братск,2017-01-25,1
Магадан - Магадан,2017-01-25,1
Горно-Алтайск - Горно-Алтайск,2017-01-25,1
Ижевск - Ижевск,2017-01-25,1
Анадырь - Анадырь,2017-01-25,1
Ставрополь - Ставрополь,2017-01-25,1
Калуга - Калуга,2017-01-25,1
Стрежевой - Стрежевой,2017-01-25,1
Псков - Псков,2017-01-25,1
Петропавловск-Камчатский - Елизово,2017-01-25,1
Нефтеюганск - Нефтеюганск,2017-01-25,1
Усть-Кут - Усть-Кут,2017-01-25,1
Комсомольск-на-Амуре - Хурба,2017-01-25,1
Благовещенск - Игнатьево,2017-01-25,1
Москва - Домодедово,2017-01-26,54
Москва - Шереметьево,2017-01-26,49
Санкт-Петербург - Пулково,2017-01-26,30
Москва - Внуково,2017-01-26,30
Новосибирск - Толмачёво,2017-01-26,17
Красноярск - Емельяново,2017-01-26,12
Екатеринбург - Кольцово,2017-01-26,12
Ростов-на-Дону - Ростов-на-Дону,2017-01-26,11
Пермь - Пермь,2017-01-26,10
Брянск - Брянск,2017-01-26,10
Новый Уренгой - Новый Уренгой,2017-01-26,9
Советский - Советский,2017-01-26,9
Сочи - Сочи,2017-01-26,9
Казань - Казань,2017-01-26,8
Ханты-Мансийск - Ханты-Мансийск,2017-01-26,8
Сургут - Сургут,2017-01-26,8
Петрозаводск - Бесовец,2017-01-26,7
Тюмень - Рощино,2017-01-26,7
Ульяновск - Баратаевка,2017-01-26,7
Хабаровск - Хабаровск-Новый,2017-01-26,7
Челябинск - Челябинск,2017-01-26,6
Иркутск - Иркутск,2017-01-26,6
Мирный - Мирный,2017-01-26,6
Белгород - Белгород,2017-01-26,6
Уфа - Уфа,2017-01-26,6
Курган - Курган,2017-01-26,6
Нижний Новгород - Стригино,2017-01-26,6
Киров - Победилово,2017-01-26,6
Томск - Богашёво,2017-01-26,5
Оренбург - Оренбург-Центральный,2017-01-26,5
Новокузнецк - Спиченково,2017-01-26,5
Волгоград - Гумрак,2017-01-26,5
Южно-Сахалинск - Хомутово,2017-01-26,5
Архангельск - Талаги,2017-01-26,5
Воркута - Воркута,2017-01-26,5
Ноябрьск - Ноябрьск,2017-01-26,5
Чебоксары - Чебоксары,2017-01-26,5
Элиста - Элиста,2017-01-26,5
Сыктывкар - Сыктывкар,2017-01-26,4
Нижнекамск - Бегишево,2017-01-26,4
Йошкар-Ола - Йошкар-Ола,2017-01-26,4
Усть-Илимск - Усть-Илимск,2017-01-26,4
Пенза - Пенза,2017-01-26,4
Саратов - Саратов-Центральный,2017-01-26,4
Тамбов - Донское,2017-01-26,4
Магнитогорск - Магнитогорск,2017-01-26,4
Краснодар - Краснодар,2017-01-26,3
Геленджик - Геленджик,2017-01-26,3
Когалым - Когалым,2017-01-26,3
Махачкала - Уйташ,2017-01-26,3
Владивосток - Владивосток,2017-01-26,3
Абакан - Абакан,2017-01-26,3
Омск - Омск-Центральный,2017-01-26,3
Улан-Удэ - Байкал,2017-01-26,3
Нижневартовск - Нижневартовск,2017-01-26,3
Ульяновск - Ульяновск-Восточный,2017-01-26,3
Ухта - Ухта,2017-01-26,3
Нальчик - Нальчик,2017-01-26,3
Бугульма - Бугульма,2017-01-26,3
Минеральные Воды - Минеральные Воды,2017-01-26,3
Нерюнгри - Чульман,2017-01-26,3
Самара - Курумоч,2017-01-26,3
Калуга - Калуга,2017-01-26,3
Орск - Орск,2017-01-26,2
Ставрополь - Ставрополь,2017-01-26,2
Норильск - Норильск,2017-01-26,2
Курск - Курск-Восточный,2017-01-26,2
Анапа - Витязево,2017-01-26,2
Якутск - Якутск,2017-01-26,2
Барнаул - Барнаул,2017-01-26,2
Владикавказ - Беслан,2017-01-26,2
Воронеж - Воронеж,2017-01-26,2
Череповец - Череповец,2017-01-26,2
Белоярский - Белоярский,2017-01-26,2
Мурманск - Мурманск,2017-01-26,2
Саранск - Саранск,2017-01-26,2
Калининград - Храброво,2017-01-26,2
Нарьян-Мар - Нарьян-Мар,2017-01-26,2
Астрахань - Астрахань,2017-01-26,2
Надым - Надым,2017-01-26,2
Салехард - Салехард,2017-01-26,2
Урай - Петрозаводск,2017-01-26,2
Псков - Псков,2017-01-26,2
Грозный - Грозный,2017-01-26,1
Анадырь - Анадырь,2017-01-26,1
Липецк - Липецк,2017-01-26,1
Ярославль - Туношна,2017-01-26,1
Ижевск - Ижевск,2017-01-26,1
Стрежевой - Стрежевой,2017-01-26,1
Усть-Кут - Усть-Кут,2017-01-26,1
Кызыл - Кызыл,2017-01-26,1
Благовещенск - Игнатьево,2017-01-26,1
Чита - Чита,2017-01-26,1
Горно-Алтайск - Горно-Алтайск,2017-01-26,1
Магадан - Магадан,2017-01-26,1
Кемерово - Кемерово,2017-01-26,1
Братск - Братск,2017-01-26,1
Нефтеюганск - Нефтеюганск,2017-01-26,1
Москва - Домодедово,2017-01-27,51
Москва - Шереметьево,2017-01-27,47
Санкт-Петербург - Пулково,2017-01-27,30
Москва - Внуково,2017-01-27,26
Новосибирск - Толмачёво,2017-01-27,17
Красноярск - Емельяново,2017-01-27,11
Брянск - Брянск,2017-01-27,10
Пермь - Пермь,2017-01-27,10
Екатеринбург - Кольцово,2017-01-27,10
Советский - Советский,2017-01-27,9
Ростов-на-Дону - Ростов-на-Дону,2017-01-27,9
Ханты-Мансийск - Ханты-Мансийск,2017-01-27,8
Новый Уренгой - Новый Уренгой,2017-01-27,8
Сочи - Сочи,2017-01-27,8
Сургут - Сургут,2017-01-27,8
Казань - Казань,2017-01-27,7
Мирный - Мирный,2017-01-27,6
Тюмень - Рощино,2017-01-27,6
Уфа - Уфа,2017-01-27,6
Белгород - Белгород,2017-01-27,6
Челябинск - Челябинск,2017-01-27,6
Хабаровск - Хабаровск-Новый,2017-01-27,6
Киров - Победилово,2017-01-27,6
Ульяновск - Баратаевка,2017-01-27,6
Оренбург - Оренбург-Центральный,2017-01-27,5
Чебоксары - Чебоксары,2017-01-27,5
Новокузнецк - Спиченково,2017-01-27,5
Иркутск - Иркутск,2017-01-27,5
Петрозаводск - Бесовец,2017-01-27,5
Волгоград - Гумрак,2017-01-27,5
Нижний Новгород - Стригино,2017-01-27,5
Воркута - Воркута,2017-01-27,4
Саратов - Саратов-Центральный,2017-01-27,4
Элиста - Элиста,2017-01-27,4
Пенза - Пенза,2017-01-27,4
Архангельск - Талаги,2017-01-27,4
Магнитогорск - Магнитогорск,2017-01-27,4
Южно-Сахалинск - Хомутово,2017-01-27,4
Йошкар-Ола - Йошкар-Ола,2017-01-27,4
Тамбов - Донское,2017-01-27,4
Омск - Омск-Центральный,2017-01-27,4
Сыктывкар - Сыктывкар,2017-01-27,4
Нальчик - Нальчик,2017-01-27,3
Махачкала - Уйташ,2017-01-27,3
Ульяновск - Ульяновск-Восточный,2017-01-27,3
Абакан - Абакан,2017-01-27,3
Ухта - Ухта,2017-01-27,3
Когалым - Когалым,2017-01-27,3
Самара - Курумоч,2017-01-27,3
Краснодар - Краснодар,2017-01-27,3
Владивосток - Владивосток,2017-01-27,3
Нижнекамск - Бегишево,2017-01-27,3
Минеральные Воды - Минеральные Воды,2017-01-27,3
Норильск - Норильск,2017-01-27,3
Нарьян-Мар - Нарьян-Мар,2017-01-27,3
Томск - Богашёво,2017-01-27,3
Бугульма - Бугульма,2017-01-27,3
Нижневартовск - Нижневартовск,2017-01-27,3
Владикавказ - Беслан,2017-01-27,2
Ноябрьск - Ноябрьск,2017-01-27,2
Курск - Курск-Восточный,2017-01-27,2
Череповец - Череповец,2017-01-27,2
Урай - Петрозаводск,2017-01-27,2
Саранск - Саранск,2017-01-27,2
Воронеж - Воронеж,2017-01-27,2
Нерюнгри - Чульман,2017-01-27,2
Ставрополь - Ставрополь,2017-01-27,2
Анапа - Витязево,2017-01-27,2
Калининград - Храброво,2017-01-27,2
Курган - Курган,2017-01-27,2
Усть-Илимск - Усть-Илимск,2017-01-27,2
Якутск - Якутск,2017-01-27,2
Салехард - Салехард,2017-01-27,2
Барнаул - Барнаул,2017-01-27,2
Мурманск - Мурманск,2017-01-27,2
Астрахань - Астрахань,2017-01-27,2
Чита - Чита,2017-01-27,1
Благовещенск - Игнатьево,2017-01-27,1
Липецк - Липецк,2017-01-27,1
Усть-Кут - Усть-Кут,2017-01-27,1
Грозный - Грозный,2017-01-27,1
Надым - Надым,2017-01-27,1
Братск - Братск,2017-01-27,1
Горно-Алтайск - Горно-Алтайск,2017-01-27,1
Ижевск - Ижевск,2017-01-27,1
Калуга - Калуга,2017-01-27,1
Псков - Псков,2017-01-27,1
Стрежевой - Стрежевой,2017-01-27,1
Ярославль - Туношна,2017-01-27,1
Москва - Домодедово,2017-01-28,53
Москва - Шереметьево,2017-01-28,50
Санкт-Петербург - Пулково,2017-01-28,32
Москва - Внуково,2017-01-28,28
Новосибирск - Толмачёво,2017-01-28,17
Ростов-на-Дону - Ростов-на-Дону,2017-01-28,13
Екатеринбург - Кольцово,2017-01-28,12
Красноярск - Емельяново,2017-01-28,11
Сочи - Сочи,2017-01-28,11
Пермь - Пермь,2017-01-28,10
Сургут - Сургут,2017-01-28,10
Брянск - Брянск,2017-01-28,10
Советский - Советский,2017-01-28,9
Тюмень - Рощино,2017-01-28,8
Казань - Казань,2017-01-28,8
Новокузнецк - Спиченково,2017-01-28,8
Челябинск - Челябинск,2017-01-28,8
Ханты-Мансийск - Ханты-Мансийск,2017-01-28,8
Хабаровск - Хабаровск-Новый,2017-01-28,8
Новый Уренгой - Новый Уренгой,2017-01-28,8
Мирный - Мирный,2017-01-28,7
Иркутск - Иркутск,2017-01-28,7
Нижний Новгород - Стригино,2017-01-28,7
Ульяновск - Баратаевка,2017-01-28,7
Белгород - Белгород,2017-01-28,6
Уфа - Уфа,2017-01-28,6
Архангельск - Талаги,2017-01-28,6
Киров - Победилово,2017-01-28,6
Петрозаводск - Бесовец,2017-01-28,6
Абакан - Абакан,2017-01-28,5
Оренбург - Оренбург-Центральный,2017-01-28,5
Элиста - Элиста,2017-01-28,5
Чебоксары - Чебоксары,2017-01-28,5
Йошкар-Ола - Йошкар-Ола,2017-01-28,5
Волгоград - Гумрак,2017-01-28,5
Барнаул - Барнаул,2017-01-28,4
Южно-Сахалинск - Хомутово,2017-01-28,4
Тамбов - Донское,2017-01-28,4
Томск - Богашёво,2017-01-28,4
Геленджик - Геленджик,2017-01-28,4
Сыктывкар - Сыктывкар,2017-01-28,4
Минеральные Воды - Минеральные Воды,2017-01-28,4
Воркута - Воркута,2017-01-28,4
Нижнекамск - Бегишево,2017-01-28,4
Махачкала - Уйташ,2017-01-28,4
Магнитогорск - Магнитогорск,2017-01-28,4
Саратов - Саратов-Центральный,2017-01-28,4
Пенза - Пенза,2017-01-28,4
Краснодар - Краснодар,2017-01-28,4
Усть-Илимск - Усть-Илимск,2017-01-28,3
Ульяновск - Ульяновск-Восточный,2017-01-28,3
Владивосток - Владивосток,2017-01-28,3
Кемерово - Кемерово,2017-01-28,3
Курск - Курск-Восточный,2017-01-28,3
Калининград - Храброво,2017-01-28,3
Надым - Надым,2017-01-28,3
Самара - Курумоч,2017-01-28,3
Калуга - Калуга,2017-01-28,3
Нальчик - Нальчик,2017-01-28,3
Курган - Курган,2017-01-28,3
Астрахань - Астрахань,2017-01-28,3
Ноябрьск - Ноябрьск,2017-01-28,3
Нижневартовск - Нижневартовск,2017-01-28,3
Якутск - Якутск,2017-01-28,3
Ухта - Ухта,2017-01-28,3
Бугульма - Бугульма,2017-01-28,3
Когалым - Когалым,2017-01-28,3
Омск - Омск-Центральный,2017-01-28,3
Нерюнгри - Чульман,2017-01-28,2
Владикавказ - Беслан,2017-01-28,2
Череповец - Череповец,2017-01-28,2
Анапа - Витязево,2017-01-28,2
Мурманск - Мурманск,2017-01-28,2
Норильск - Норильск,2017-01-28,2
Чита - Чита,2017-01-28,2
Урай - Петрозаводск,2017-01-28,2
Воронеж - Воронеж,2017-01-28,2
Салехард - Салехард,2017-01-28,2
Псков - Псков,2017-01-28,2
Кызыл - Кызыл,2017-01-28,2
Нарьян-Мар - Нарьян-Мар,2017-01-28,2
Иваново - Иваново-Южный,2017-01-28,2
Саранск - Саранск,2017-01-28,2
Улан-Удэ - Байкал,2017-01-28,1
Благовещенск - Игнатьево,2017-01-28,1
Горно-Алтайск - Горно-Алтайск,2017-01-28,1
Ставрополь - Ставрополь,2017-01-28,1
Нефтеюганск - Нефтеюганск,2017-01-28,1
Липецк - Липецк,2017-01-28,1
Орск - Орск,2017-01-28,1
Усть-Кут - Усть-Кут,2017-01-28,1
Братск - Братск,2017-01-28,1
Белоярский - Белоярский,2017-01-28,1
Грозный - Грозный,2017-01-28,1
Петропавловск-Камчатский - Елизово,2017-01-28,1
Ярославль - Туношна,2017-01-28,1
Ижевск - Ижевск,2017-01-28,1
Стрежевой - Стрежевой,2017-01-28,1
Москва - Домодедово,2017-01-29,54
Москва - Шереметьево,2017-01-29,50
Санкт-Петербург - Пулково,2017-01-29,32
Москва - Внуково,2017-01-29,30
Новосибирск - Толмачёво,2017-01-29,17
Красноярск - Емельяново,2017-01-29,13
Сочи - Сочи,2017-01-29,11
Екатеринбург - Кольцово,2017-01-29,11
Пермь - Пермь,2017-01-29,10
Ростов-на-Дону - Ростов-на-Дону,2017-01-29,10
Брянск - Брянск,2017-01-29,10
Советский - Советский,2017-01-29,9
Сургут - Сургут,2017-01-29,9
Ханты-Мансийск - Ханты-Мансийск,2017-01-29,9
Казань - Казань,2017-01-29,8
Новый Уренгой - Новый Уренгой,2017-01-29,8
Архангельск - Талаги,2017-01-29,7
Уфа - Уфа,2017-01-29,7
Мирный - Мирный,2017-01-29,6
Иркутск - Иркутск,2017-01-29,6
Киров - Победилово,2017-01-29,6
Хабаровск - Хабаровск-Новый,2017-01-29,6
Ульяновск - Баратаевка,2017-01-29,6
Челябинск - Челябинск,2017-01-29,6
Белгород - Белгород,2017-01-29,6
Элиста - Элиста,2017-01-29,6
Тюмень - Рощино,2017-01-29,6
Воркута - Воркута,2017-01-29,6
Петрозаводск - Бесовец,2017-01-29,6
Чебоксары - Чебоксары,2017-01-29,5
Нижний Новгород - Стригино,2017-01-29,5
Сыктывкар - Сыктывкар,2017-01-29,5
Южно-Сахалинск - Хомутово,2017-01-29,5
Новокузнецк - Спиченково,2017-01-29,5
Оренбург - Оренбург-Центральный,2017-01-29,5
Краснодар - Краснодар,2017-01-29,5
Волгоград - Гумрак,2017-01-29,5
Минеральные Воды - Минеральные Воды,2017-01-29,4
Курган - Курган,2017-01-29,4
Саратов - Саратов-Центральный,2017-01-29,4
Томск - Богашёво,2017-01-29,4
Якутск - Якутск,2017-01-29,4
Йошкар-Ола - Йошкар-Ола,2017-01-29,4
Пенза - Пенза,2017-01-29,4
Ноябрьск - Ноябрьск,2017-01-29,4
Тамбов - Донское,2017-01-29,4
Магнитогорск - Магнитогорск,2017-01-29,4
Нижнекамск - Бегишево,2017-01-29,4
Абакан - Абакан,2017-01-29,4
Махачкала - Уйташ,2017-01-29,3
Омск - Омск-Центральный,2017-01-29,3
Нарьян-Мар - Нарьян-Мар,2017-01-29,3
Усть-Илимск - Усть-Илимск,2017-01-29,3
Ставрополь - Ставрополь,2017-01-29,3
Бугульма - Бугульма,2017-01-29,3
Барнаул - Барнаул,2017-01-29,3
Ульяновск - Ульяновск-Восточный,2017-01-29,3
Самара - Курумоч,2017-01-29,3
Когалым - Когалым,2017-01-29,3
Череповец - Череповец,2017-01-29,3
Астрахань - Астрахань,2017-01-29,3
Ухта - Ухта,2017-01-29,3
Нальчик - Нальчик,2017-01-29,3
Владивосток - Владивосток,2017-01-29,3
Калининград - Храброво,2017-01-29,3
Нижневартовск - Нижневартовск,2017-01-29,3
Салехард - Салехард,2017-01-29,2
Чита - Чита,2017-01-29,2
Ярославль - Туношна,2017-01-29,2
Анапа - Витязево,2017-01-29,2
Саранск - Саранск,2017-01-29,2
Орск - Орск,2017-01-29,2
Мурманск - Мурманск,2017-01-29,2
Курск - Курск-Восточный,2017-01-29,2
Урай - Петрозаводск,2017-01-29,2
Владикавказ - Беслан,2017-01-29,2
Норильск - Норильск,2017-01-29,2
Горно-Алтайск - Горно-Алтайск,2017-01-29,2
Надым - Надым,2017-01-29,2
Нерюнгри - Чульман,2017-01-29,2
Воронеж - Воронеж,2017-01-29,2
Псков - Псков,2017-01-29,2
Нягань - Нягань,2017-01-29,1
Улан-Удэ - Байкал,2017-01-29,1
Магадан - Магадан,2017-01-29,1
Анадырь - Анадырь,2017-01-29,1
Кемерово - Кемерово,2017-01-29,1
Геленджик - Геленджик,2017-01-29,1
Усть-Кут - Усть-Кут,2017-01-29,1
Благовещенск - Игнатьево,2017-01-29,1
Комсомольск-на-Амуре - Хурба,2017-01-29,1
Удачный - Полярный,2017-01-29,1
Стрежевой - Стрежевой,2017-01-29,1
Грозный - Грозный,2017-01-29,1
Ижевск - Ижевск,2017-01-29,1
Нефтеюганск - Нефтеюганск,2017-01-29,1
Братск - Братск,2017-01-29,1
Калуга - Калуга,2017-01-29,1
Москва - Домодедово,2017-01-30,53
Москва - Шереметьево,2017-01-30,46
Санкт-Петербург - Пулково,2017-01-30,31
Москва - Внуково,2017-01-30,28
Новосибирск - Толмачёво,2017-01-30,19
Екатеринбург - Кольцово,2017-01-30,12
Красноярск - Емельяново,2017-01-30,11
Ростов-на-Дону - Ростов-на-Дону,2017-01-30,10
Брянск - Брянск,2017-01-30,10
Пермь - Пермь,2017-01-30,10
Сочи - Сочи,2017-01-30,9
Советский - Советский,2017-01-30,9
Новый Уренгой - Новый Уренгой,2017-01-30,9
Тюмень - Рощино,2017-01-30,9
Сургут - Сургут,2017-01-30,8
Ханты-Мансийск - Ханты-Мансийск,2017-01-30,8
Казань - Казань,2017-01-30,7
Новокузнецк - Спиченково,2017-01-30,7
Челябинск - Челябинск,2017-01-30,7
Нижний Новгород - Стригино,2017-01-30,7
Уфа - Уфа,2017-01-30,6
Волгоград - Гумрак,2017-01-30,6
Иркутск - Иркутск,2017-01-30,6
Петрозаводск - Бесовец,2017-01-30,6
Хабаровск - Хабаровск-Новый,2017-01-30,6
Киров - Победилово,2017-01-30,6
Мирный - Мирный,2017-01-30,6
Ульяновск - Баратаевка,2017-01-30,6
Белгород - Белгород,2017-01-30,6
Томск - Богашёво,2017-01-30,5
Чебоксары - Чебоксары,2017-01-30,5
Оренбург - Оренбург-Центральный,2017-01-30,5
Сыктывкар - Сыктывкар,2017-01-30,4
Южно-Сахалинск - Хомутово,2017-01-30,4
Элиста - Элиста,2017-01-30,4
Йошкар-Ола - Йошкар-Ола,2017-01-30,4
Саратов - Саратов-Центральный,2017-01-30,4
Нерюнгри - Чульман,2017-01-30,4
Омск - Омск-Центральный,2017-01-30,4
Когалым - Когалым,2017-01-30,4
Пенза - Пенза,2017-01-30,4
Тамбов - Донское,2017-01-30,4
Воркута - Воркута,2017-01-30,4
Архангельск - Талаги,2017-01-30,4
Магнитогорск - Магнитогорск,2017-01-30,4
Краснодар - Краснодар,2017-01-30,3
Ухта - Ухта,2017-01-30,3
Абакан - Абакан,2017-01-30,3
Ульяновск - Ульяновск-Восточный,2017-01-30,3
Нальчик - Нальчик,2017-01-30,3
Махачкала - Уйташ,2017-01-30,3
Нижневартовск - Нижневартовск,2017-01-30,3
Самара - Курумоч,2017-01-30,3
Норильск - Норильск,2017-01-30,3
Усть-Илимск - Усть-Илимск,2017-01-30,3
Минеральные Воды - Минеральные Воды,2017-01-30,3
Нижнекамск - Бегишево,2017-01-30,3
Владивосток - Владивосток,2017-01-30,3
Курган - Курган,2017-01-30,3
Бугульма - Бугульма,2017-01-30,3
Надым - Надым,2017-01-30,3
Череповец - Череповец,2017-01-30,2
Калуга - Калуга,2017-01-30,2
Ноябрьск - Ноябрьск,2017-01-30,2
Воронеж - Воронеж,2017-01-30,2
Усинск - Усинск,2017-01-30,2
Псков - Псков,2017-01-30,2
Мурманск - Мурманск,2017-01-30,2
Якутск - Якутск,2017-01-30,2
Саранск - Саранск,2017-01-30,2
Владикавказ - Беслан,2017-01-30,2
Барнаул - Барнаул,2017-01-30,2
Улан-Удэ - Байкал,2017-01-30,2
Курск - Курск-Восточный,2017-01-30,2
Нарьян-Мар - Нарьян-Мар,2017-01-30,2
Салехард - Салехард,2017-01-30,2
Анапа - Витязево,2017-01-30,2
Калининград - Храброво,2017-01-30,2
Урай - Петрозаводск,2017-01-30,2
Астрахань - Астрахань,2017-01-30,2
Горно-Алтайск - Горно-Алтайск,2017-01-30,2
Орск - Орск,2017-01-30,1
Кызыл - Кызыл,2017-01-30,1
Нягань - Нягань,2017-01-30,1
Грозный - Грозный,2017-01-30,1
Ярославль - Туношна,2017-01-30,1
Чита - Чита,2017-01-30,1
Ижевск - Ижевск,2017-01-30,1
Усть-Кут - Усть-Кут,2017-01-30,1
Липецк - Липецк,2017-01-30,1
Петропавловск-Камчатский - Елизово,2017-01-30,1
Братск - Братск,2017-01-30,1
Благовещенск - Игнатьево,2017-01-30,1
Кемерово - Кемерово,2017-01-30,1
Удачный - Полярный,2017-01-30,1
Ставрополь - Ставрополь,2017-01-30,1
Стрежевой - Стрежевой,2017-01-30,1
Белоярский - Белоярский,2017-01-30,1
Москва - Домодедово,2017-01-31,55
Москва - Шереметьево,2017-01-31,51
Санкт-Петербург - Пулково,2017-01-31,30
Москва - Внуково,2017-01-31,29
Новосибирск - Толмачёво,2017-01-31,17
Красноярск - Емельяново,2017-01-31,11
Екатеринбург - Кольцово,2017-01-31,10
Пермь - Пермь,2017-01-31,10
Брянск - Брянск,2017-01-31,10
Ростов-на-Дону - Ростов-на-Дону,2017-01-31,9
Советский - Советский,2017-01-31,9
Новый Уренгой - Новый Уренгой,2017-01-31,8
Сургут - Сургут,2017-01-31,8
Казань - Казань,2017-01-31,8
Сочи - Сочи,2017-01-31,8
Ханты-Мансийск - Ханты-Мансийск,2017-01-31,8
Челябинск - Челябинск,2017-01-31,7
Хабаровск - Хабаровск-Новый,2017-01-31,7
Ульяновск - Баратаевка,2017-01-31,7
Мирный - Мирный,2017-01-31,6
Петрозаводск - Бесовец,2017-01-31,6
Уфа - Уфа,2017-01-31,6
Киров - Победилово,2017-01-31,6
Тюмень - Рощино,2017-01-31,6
Новокузнецк - Спиченково,2017-01-31,6
Белгород - Белгород,2017-01-31,6
Волгоград - Гумрак,2017-01-31,5
Томск - Богашёво,2017-01-31,5
Нижний Новгород - Стригино,2017-01-31,5
Иркутск - Иркутск,2017-01-31,5
Оренбург - Оренбург-Центральный,2017-01-31,5
Элиста - Элиста,2017-01-31,5
Архангельск - Талаги,2017-01-31,5
Чебоксары - Чебоксары,2017-01-31,5
Ульяновск - Ульяновск-Восточный,2017-01-31,4
Пенза - Пенза,2017-01-31,4
Южно-Сахалинск - Хомутово,2017-01-31,4
Нижнекамск - Бегишево,2017-01-31,4
Йошкар-Ола - Йошкар-Ола,2017-01-31,4
Тамбов - Донское,2017-01-31,4
Курган - Курган,2017-01-31,4
Ставрополь - Ставрополь,2017-01-31,4
Магнитогорск - Магнитогорск,2017-01-31,4
Воркута - Воркута,2017-01-31,4
Сыктывкар - Сыктывкар,2017-01-31,4
Абакан - Абакан,2017-01-31,4
Саратов - Саратов-Центральный,2017-01-31,4
Когалым - Когалым,2017-01-31,3
Усть-Илимск - Усть-Илимск,2017-01-31,3
Махачкала - Уйташ,2017-01-31,3
Геленджик - Геленджик,2017-01-31,3
Краснодар - Краснодар,2017-01-31,3
Нальчик - Нальчик,2017-01-31,3
Анапа - Витязево,2017-01-31,3
Ухта - Ухта,2017-01-31,3
Нижневартовск - Нижневартовск,2017-01-31,3
Нарьян-Мар - Нарьян-Мар,2017-01-31,3
Ноябрьск - Ноябрьск,2017-01-31,3
Владивосток - Владивосток,2017-01-31,3
Минеральные Воды - Минеральные Воды,2017-01-31,3
Омск - Омск-Центральный,2017-01-31,3
Бугульма - Бугульма,2017-01-31,3
Нерюнгри - Чульман,2017-01-31,3
Самара - Курумоч,2017-01-31,3
Калуга - Калуга,2017-01-31,3
Калининград - Храброво,2017-01-31,3
Норильск - Норильск,2017-01-31,2
Владикавказ - Беслан,2017-01-31,2
Барнаул - Барнаул,2017-01-31,2
Череповец - Череповец,2017-01-31,2
Астрахань - Астрахань,2017-01-31,2
Урай - Петрозаводск,2017-01-31,2
Грозный - Грозный,2017-01-31,2
Горно-Алтайск - Горно-Алтайск,2017-01-31,2
Кемерово - Кемерово,2017-01-31,2
Белоярский - Белоярский,2017-01-31,2
Воронеж - Воронеж,2017-01-31,2
Мурманск - Мурманск,2017-01-31,2
Саранск - Саранск,2017-01-31,2
Салехард - Салехард,2017-01-31,2
Иваново - Иваново-Южный,2017-01-31,2
Курск - Курск-Восточный,2017-01-31,2
